source_portal,source_url,slug,name,brand,currency,price_low_eur,price_high_eur,overall_rating,power,control,ball_output,maneuverability,sweet_spot,total,feel_es,shape_es,weight_raw
padelzoom,https://padelzoom.es/bullpadel-indiga-power-2025/,bullpadel-indiga-power-2025,Bullpadel Indiga Power 2025,Bullpadel,EUR,71.9,79.99,6.9,7.0,7.0,8.0,6.0,6.5,6.9,Medio-Blando,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/bullpadel-indiga-woman-2025/,bullpadel-indiga-woman-2025,Bullpadel Indiga Woman 2025,Bullpadel,EUR,71.9,79.99,7.1,5.0,7.5,8.5,7.5,7.0,7.1,Medio-Blando,Redonda,350-360 gramos
padelzoom,https://padelzoom.es/bullpadel-ionic-control-2025/,bullpadel-ionic-control-2025,Bullpadel Ionic Control 2025,Bullpadel,EUR,134.5,179.99,8.1,6.5,8.0,9.0,8.5,8.5,8.1,Medio-Blando,Redonda,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-ionic-power-2025/,bullpadel-ionic-power-2025,Bullpadel Ionic Power 2025,Bullpadel,EUR,127.95,179.99,7.8,8.0,7.5,9.0,7.0,7.5,7.8,Medio-Blando,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/drop-shot-axion-comfort-2025/,drop-shot-axion-comfort-2025,Drop Shot Axion Comfort 2025,Drop Shot,EUR,128.95,169.0,8.1,7.0,8.0,9.0,8.5,8.0,8.1,Medio,Redonda,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-axion-control-1-0-2025/,drop-shot-axion-control-1-0-2025,Drop Shot Axion Control 1.0 2025,Drop Shot,EUR,129.95,176.99,8.1,7.0,8.0,9.0,8.5,8.0,8.1,Medio,Redonda,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-canyon-pro-attack-1-0-2025/,drop-shot-canyon-pro-attack-1-0-2025,Drop Shot Canyon Pro Attack 1.0 2025,Drop Shot,EUR,169.95,243.9,8.5,9.5,9.0,8.5,7.5,8.0,8.5,Medio-Duro,Diamante,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-canyon-pro-comfort-1-0-2025/,drop-shot-canyon-pro-comfort-1-0-2025,Drop Shot Canyon Pro Comfort 1.0 2025,Drop Shot,EUR,119.95,158.93,7.9,7.0,7.5,9.5,7.5,8.0,7.9,Medio-Blando,Diamante,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-canyon-pro-control-2025/,drop-shot-canyon-pro-control-2025,Drop Shot Canyon Pro Control 2025,Drop Shot,EUR,134.95,169.95,8.4,7.0,9.0,8.0,9.0,9.0,8.4,Medio-Duro,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/drop-shot-conqueror-attack-1-0-2025/,drop-shot-conqueror-attack-1-0-2025,Drop Shot Conqueror Attack 1.0 2025,Drop Shot,EUR,179.95,247.78,8.6,9.0,9.0,8.5,8.0,8.5,8.6,Medio-Duro,Diamante,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-conqueror-control-2025/,drop-shot-conqueror-control-2025,Drop Shot Conqueror Control 2025,Drop Shot,EUR,143.95,169.91,8.3,7.5,9.0,8.5,8.0,8.5,8.3,Medio-Duro,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/drop-shot-explorer-8-0-2025/,drop-shot-explorer-8-0-2025,Drop Shot Explorer 8.0 2025,Drop Shot,EUR,114.95,169.85,7.6,8.5,7.5,8.0,7.0,7.0,7.6,Medio-Blando,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/drop-shot-explorer-pro-comfort-1-0-2025/,drop-shot-explorer-pro-comfort-1-0-2025,Drop Shot Explorer Pro Comfort 1.0 2025,Drop Shot,EUR,119.95,161.33,7.7,6.5,7.5,8.5,8.0,8.0,7.7,Medio-Blando,Redonda,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-explorer-pro-control-1-0-2025/,drop-shot-explorer-pro-control-1-0-2025,Drop Shot Explorer Pro Control 1.0 2025,Drop Shot,EUR,134.95,174.95,8.1,6.5,8.5,9.0,8.0,8.5,8.1,Medio-Blando,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/drop-shot-furia-control-1-0-2025/,drop-shot-furia-control-1-0-2025,Drop Shot Furia Control 1.0 2025,Drop Shot,EUR,159.95,205.0,8.1,7.0,8.0,9.0,8.0,8.5,8.1,Medio-Blando,Redonda,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-quantum-2-0-2025/,drop-shot-quantum-2-0-2025,Drop Shot Quantum 2.0 2025,Drop Shot,EUR,159.95,220.0,8.3,8.0,8.5,9.5,7.5,8.0,8.3,Medio-Blando,Diamante,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-x-drive-2-0-2025/,drop-shot-x-drive-2-0-2025,Drop Shot X-Drive 2.0 2025,Drop Shot,EUR,129.95,198.22,8.0,9.5,8.0,8.0,7.0,7.5,8.0,Medio,Diamante,365-385 gramos
padelzoom,https://padelzoom.es/dunlop-megamax-black-2025/,dunlop-megamax-black-2025,Dunlop Megamax Black 2025,Dunlop,EUR,66.95,66.95,5.8,5.0,6.0,6.0,6.0,6.0,5.8,Medio-Blando,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/dunlop-megamax-green-2025/,dunlop-megamax-green-2025,Dunlop Megamax Green 2025,Dunlop,EUR,72.0,72.0,5.8,5.0,6.0,6.0,6.0,6.0,5.8,Medio-Blando,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/head-coello-motion-2025/,head-coello-motion-2025,Head Coello Motion 2025,Head,EUR,184.9,315.0,8.5,9.0,9.5,7.5,8.5,8.0,8.5,Medio-Duro,Diamante,360 gramos
padelzoom,https://padelzoom.es/head-coello-pro-2025/,head-coello-pro-2025,Head Coello Pro 2025,Head,EUR,194.9,315.0,8.7,10.0,10.0,7.5,8.0,8.0,8.7,Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/head-coello-team-2025/,head-coello-team-2025,Head Coello Team 2025,Head,EUR,124.99,198.0,8.5,9.0,9.5,8.0,8.0,8.0,8.5,Medio,Diamante,360 gramos
padelzoom,https://padelzoom.es/joma-gold-pro-2025/,joma-gold-pro-2025,Joma Gold Pro 2025,Joma,EUR,109.9,139.0,8.5,9.5,8.5,8.5,8.0,8.0,8.5,Medio,Diamante,350-360 gramos
padelzoom,https://padelzoom.es/joma-pro-slam-2-0-gris-negro-2025/,joma-pro-slam-2-0-gris-negro-2025,Joma Pro Slam 2.0 Gris-Negro 2025,Joma,EUR,145.0,145.0,8.4,9.0,9.0,8.5,7.5,8.0,8.4,Medio,Diamante,355-365 gramos
padelzoom,https://padelzoom.es/joma-pro-slam-2-0-negro-turquesa-2025/,joma-pro-slam-2-0-negro-turquesa-2025,Joma Pro Slam 2.0 Negro-Turquesa 2025,Joma,EUR,159.0,169.0,8.4,9.0,9.0,8.5,7.5,8.0,8.4,Medio,Diamante,355-365 gramos
padelzoom,https://padelzoom.es/joma-slam-flex-2-0-verde-blanco-2025/,joma-slam-flex-2-0-verde-blanco-2025,Joma Slam Flex 2.0 Verde-Blanco 2025,Joma,EUR,74.95,119.0,8.2,8.0,8.5,9.0,7.5,8.0,8.2,Medio-Blando,Diamante,355-365 gramos
padelzoom,https://padelzoom.es/joma-slam-soft-gris-negro-2025/,joma-slam-soft-gris-negro-2025,Joma Slam Soft Gris-Negro 2025,Joma,EUR,62.0,79.95,8.0,7.0,8.0,9.5,7.5,8.0,8.0,Blando,Diamante,355-365 gramos
padelzoom,https://padelzoom.es/lok-be-flow-2025/,lok-be-flow-2025,Lok Be Flow 2025,Lok,EUR,71.0,90.0,7.1,5.5,6.0,9.0,7.5,7.5,7.1,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-be-hype-2025/,lok-be-hype-2025,Lok Be Hype 2025,Lok,EUR,71.0,90.0,7.0,6.5,6.0,9.0,7.0,6.5,7.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/lok-easy-flow-2025/,lok-easy-flow-2025,Lok Easy Flow 2025,Lok,EUR,79.95,150.0,8.2,7.0,7.5,9.0,8.5,9.0,8.2,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-easy-hype-2025/,lok-easy-hype-2025,Lok Easy Hype 2025,Lok,EUR,79.95,150.0,8.0,8.0,7.5,9.0,7.5,8.0,8.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-future-attack-12k-alum-2025/,nox-future-attack-12k-alum-2025,Nox Future Attack 12K Alum 2025,Nox,EUR,148.9,224.9,8.2,9.5,8.0,7.5,8.0,8.0,8.2,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-future-control-12k-alum-2025/,nox-future-control-12k-alum-2025,Nox Future Control 12K Alum 2025,Nox,EUR,139.99,224.95,8.4,8.5,8.5,7.5,9.0,8.5,8.4,Medio-Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/nox-ml10-pro-cup-2025/,nox-ml10-pro-cup-2025,Nox ML10 Pro Cup 2025,Nox,EUR,99.0,124.95,8.6,8.0,9.0,8.5,8.5,9.0,8.6,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/nox-ml10-pro-cup-rough-surface-edition-2025/,nox-ml10-pro-cup-rough-surface-edition-2025,Nox ML10 Pro Cup Rough Surface Edition 2025,Nox,EUR,99.9,124.9,8.6,8.0,9.0,8.5,8.5,9.0,8.6,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/nox-ml10-pro-cup-silver-2025/,nox-ml10-pro-cup-silver-2025,Nox ML10 Pro Cup Silver 2025,Nox,EUR,104.9,124.95,8.6,7.5,9.0,8.5,9.0,9.0,8.6,Medio-Blando,Redonda,350-365 gramos
padelzoom,https://padelzoom.es/nox-nextgen-pro-attack-3k-2025/,nox-nextgen-pro-attack-3k-2025,Nox Nextgen Pro Attack 3K 2025,Nox,EUR,98.9,164.95,8.1,8.0,8.0,8.5,8.0,8.0,8.1,Medio,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-quantum-12k-carbon-2025/,nox-quantum-12k-carbon-2025,Nox Quantum 12K Carbon 2025,Nox,EUR,139.9,259.95,8.4,9.5,8.0,8.5,8.0,8.0,8.4,Medio,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-x-one-2025/,nox-x-one-2025,Nox X-One 2025,Nox,EUR,64.9,72.9,6.4,5.0,7.0,7.0,6.5,6.5,6.4,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/oxdog-pure-court-light-2025/,oxdog-pure-court-light-2025,Oxdog Pure Court Light 2025,Oxdog,EUR,149.0,149.0,7.8,5.5,7.0,9.0,9.5,8.0,7.8,Blando,Redonda,345 gramos
padelzoom,https://padelzoom.es/oxdog-pure-pro-plus-2025/,oxdog-pure-pro-plus-2025,Oxdog Pure Pro Plus 2025,Oxdog,EUR,252.0,279.9,8.6,8.5,9.0,7.5,8.5,9.5,8.6,Duro,Redonda,370 gramos
padelzoom,https://padelzoom.es/oxdog-pure-tour-2025/,oxdog-pure-tour-2025,Oxdog Pure Tour 2025,Oxdog,EUR,180.0,219.0,8.4,7.0,8.5,8.5,8.5,9.5,8.4,Medio,Redonda,365 gramos
padelzoom,https://padelzoom.es/oxdog-sense-pro-classic-series-2025/,oxdog-sense-pro-classic-series-2025,Oxdog Sense Pro Classic Series 2025,Oxdog,EUR,279.0,250.0,8.6,8.0,9.0,8.0,8.5,9.5,8.6,Medio-Duro,Redonda,365 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-court-2025/,oxdog-ultimate-court-2025,Oxdog Ultimate Court 2025,Oxdog,EUR,129.9,129.9,7.5,7.0,7.0,9.0,7.0,7.5,7.5,Medio-Blando,Diamante,365 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-pro-light-2025/,oxdog-ultimate-pro-light-2025,Oxdog Ultimate Pro Light 2025,Oxdog,EUR,309.0,309.0,8.5,9.0,9.0,8.0,8.0,8.5,8.5,Medio-Duro,Diamante,350 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-pro-plus-2025/,oxdog-ultimate-pro-plus-2025,Oxdog Ultimate Pro Plus 2025,Oxdog,EUR,329.0,329.0,8.6,10.0,9.5,7.5,7.5,8.5,8.6,Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-pro-plus-classics-series/,oxdog-ultimate-pro-plus-classics-series,Oxdog Ultimate Pro Plus Classics Series,Oxdog,EUR,329.0,299.0,8.6,10.0,9.5,7.5,7.5,8.5,8.6,Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-pro-smash-2025/,oxdog-ultimate-pro-smash-2025,Oxdog Ultimate Pro Smash 2025,Oxdog,EUR,250.0,319.0,8.6,8.5,9.0,8.0,9.0,8.5,8.6,Medio-Duro,Diamante,365 gramos
padelzoom,https://padelzoom.es/oxdog-ultimate-tour-2025/,oxdog-ultimate-tour-2025,Oxdog Ultimate Tour 2025,Oxdog,EUR,199.0,249.0,8.3,8.5,8.5,8.5,7.5,8.5,8.3,Medio,Diamante,365 gramos
padelzoom,https://padelzoom.es/siux-fenix-elite-5-2025/,siux-fenix-elite-5-2025,Siux Fenix Elite 5 2025,Siux,EUR,189.0,199.95,8.1,8.5,8.5,8.0,7.5,8.0,8.1,Medio-Duro,Diamante,350-375 gramos
padelzoom,https://padelzoom.es/siux-fenix-pro-5-2025/,siux-fenix-pro-5-2025,Siux Fenix Pro 5 2025,Siux,EUR,198.9,289.0,8.4,10.0,9.0,7.5,7.5,8.0,8.4,Duro,Diamante,350-375 gramos
padelzoom,https://padelzoom.es/siux-valkiria-elite-2025/,siux-valkiria-elite-2025,Siux Valkiria Elite 2025,Siux,EUR,138.9,209.0,8.3,6.5,8.0,9.0,9.0,9.0,8.3,Medio-Blando,Redonda,350-375 gramos
padelzoom,https://padelzoom.es/siux-valkiria-go-2025/,siux-valkiria-go-2025,Siux Valkiria Go 2025,Siux,EUR,79.95,139.0,7.8,5.5,7.0,9.0,9.0,8.5,7.8,Blando,Redonda,350-375 gramos
padelzoom,https://padelzoom.es/siux-valkiria-pro-2025/,siux-valkiria-pro-2025,Siux Valkiria Pro 2025,Siux,EUR,194.9,247.9,8.6,7.5,8.5,9.0,9.0,9.0,8.6,Medio-Blando,Redonda,350-375 gramos
padelzoom,https://padelzoom.es/vibora-black-mamba-xtreme-3k-2025/,vibora-black-mamba-xtreme-3k-2025,Vibora Black Mamba Xtreme 3K 2025,Vibora,EUR,109.9,165.0,7.9,7.0,8.0,8.0,8.0,8.5,7.9,Medio-Duro,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/vibora-king-cobra-elite-24k-2-0-2025/,vibora-king-cobra-elite-24k-2-0-2025,Vibora King Cobra Elite 24K 2.0 2025,Vibora,EUR,149.9,264.95,8.5,9.0,8.0,9.0,8.0,8.5,8.5,Medio,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/vibora-king-cobra-xtreme-3k-2025/,vibora-king-cobra-xtreme-3k-2025,Vibora King Cobra Xtreme 3K 2025,Vibora,EUR,92.9,184.95,7.7,8.0,7.5,7.5,7.5,8.0,7.7,Medio-Duro,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/wilson-defy-ls-v1-2025/,wilson-defy-ls-v1-2025,Wilson Defy LS V1 2025,Wilson,EUR,189.95,230.0,8.5,8.0,9.0,8.5,8.5,8.5,8.5,Medio-Blando,Diamante,355 gramos
padelzoom,https://padelzoom.es/wilson-defy-pro-v1-2025-javi-garrido/,wilson-defy-pro-v1-2025-javi-garrido,Wilson Defy Pro V1 2025 Javi Garrido,Wilson,EUR,249.95,255.0,8.6,9.5,9.0,8.0,8.0,8.5,8.6,Medio-Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/wilson-defy-v1-2025/,wilson-defy-v1-2025,Wilson Defy V1 2025,Wilson,EUR,229.95,280.0,8.5,8.5,9.0,8.5,8.0,8.5,8.5,Medio,Diamante,365 gramos
padelzoom,https://padelzoom.es/black-crown-epic-energy-2025/,black-crown-epic-energy-2025,Black Crown Epic Energy 2025,Black Crown,EUR,190.0,297.95,8.2,9.0,8.5,8.0,7.5,8.0,8.2,Medio-Duro,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-patron-gold-2025/,black-crown-patron-gold-2025,Black Crown Patron Gold 2025,Black Crown,EUR,139.0,221.9,7.9,7.5,8.0,8.5,7.5,8.0,7.9,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-patron-xtrem-2025/,black-crown-patron-xtrem-2025,Black Crown Patron Xtrem 2025,Black Crown,EUR,139.0,221.0,7.9,8.0,8.0,8.0,7.5,8.0,7.9,Medio-Duro,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-piton-epic-2025/,black-crown-piton-epic-2025,Black Crown Piton Epic 2025,Black Crown,EUR,193.6,282.9,8.3,9.5,9.0,7.5,7.5,8.0,8.3,Medio-Duro,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-special-invictus-2025/,black-crown-special-invictus-2025,Black Crown Special Invictus 2025,Black Crown,EUR,163.9,238.0,8.0,7.5,8.0,8.0,8.0,8.5,8.0,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-special-magic-2025/,black-crown-special-magic-2025,Black Crown Special Magic 2025,Black Crown,EUR,187.5,272.0,8.3,8.0,8.5,8.5,8.0,8.5,8.3,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-win-carbon-2025/,black-crown-win-carbon-2025,Black Crown Win Carbon 2025,Black Crown,EUR,109.9,161.9,7.1,6.5,7.5,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-win-ultralight-2025/,black-crown-win-ultralight-2025,Black Crown Win Ultralight 2025,Black Crown,EUR,99.95,159.95,7.1,5.5,7.0,9.0,7.0,7.0,7.1,Blando,Lágrima,280-300 gramos
padelzoom,https://padelzoom.es/drop-shot-axion-attack-1-0-2025-jon-sanz/,drop-shot-axion-attack-1-0-2025-jon-sanz,Drop Shot Axion Attack 1.0 2025 Jon Sanz,Drop Shot,EUR,198.9,259.99,8.5,9.0,8.5,8.0,9.0,8.0,8.5,Medio-Duro,Lágrima,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-conqueror-comfort-1-0-2025/,drop-shot-conqueror-comfort-1-0-2025,Drop Shot Conqueror Comfort 1.0 2025,Drop Shot,EUR,139.95,161.95,7.6,8.5,7.5,8.0,7.0,7.0,7.6,Medio-Blando,Lágrima,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-explorer-pro-attack-1-0-2025-lucas-campagnolo/,drop-shot-explorer-pro-attack-1-0-2025-lucas-campagnolo,Drop Shot Explorer Pro Attack 1.0 2025 Lucas Campagnolo,Drop Shot,EUR,199.95,305.0,8.6,9.0,9.5,8.5,8.0,8.0,8.6,Medio-Duro,Lágrima,365-385 gramos
padelzoom,https://padelzoom.es/drop-shot-furia-attack-1-0-2025/,drop-shot-furia-attack-1-0-2025,Drop Shot Furia Attack 1.0 2025,Drop Shot,EUR,185.0,205.0,8.1,9.0,8.0,8.0,7.5,8.0,8.1,Medio,Lágrima,365-385 gramos
padelzoom,https://padelzoom.es/dunlop-galactica-pro-2025/,dunlop-galactica-pro-2025,Dunlop Galactica Pro 2025,Dunlop,EUR,159.0,161.95,8.1,7.0,8.0,8.0,9.0,8.5,8.1,Medio,Lágrima,360 gramos
padelzoom,https://padelzoom.es/dunlop-galactica-pro-lite-2025/,dunlop-galactica-pro-lite-2025,Dunlop Galactica Pro Lite 2025,Dunlop,EUR,139.95,169.0,8.0,6.5,8.0,7.5,9.5,8.5,8.0,Medio,Lágrima,350 gramos
padelzoom,https://padelzoom.es/dunlop-galactica-pro-ls-2025/,dunlop-galactica-pro-ls-2025,Dunlop Galactica Pro LS 2025,Dunlop,EUR,130.0,161.95,8.1,7.5,8.0,8.0,8.5,8.5,8.1,Medio,Lágrima,370 gramos
padelzoom,https://padelzoom.es/dunlop-inferno-carbon-extreme-2025/,dunlop-inferno-carbon-extreme-2025,Dunlop Inferno Carbon Extreme 2025,Dunlop,EUR,119.0,119.0,8.1,8.0,8.5,7.5,8.0,8.5,8.1,Medio,Lágrima,370 gramos
padelzoom,https://padelzoom.es/head-coello-vibe-2025/,head-coello-vibe-2025,Head Coello Vibe 2025,Head,EUR,78.9,126.0,7.1,7.0,7.0,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,360 gramos
padelzoom,https://padelzoom.es/joma-pro-tournament-2-0-azul-rojo-2025/,joma-pro-tournament-2-0-azul-rojo-2025,Joma Pro Tournament 2.0 Azul-Rojo 2025,Joma,EUR,115.0,149.0,8.5,8.0,9.0,8.5,8.5,8.5,8.5,Medio,Lágrima,355-365 gramos
padelzoom,https://padelzoom.es/joma-tournament-flex-negro-rojo-2025/,joma-tournament-flex-negro-rojo-2025,Joma Tournament Flex Negro-Rojo 2025,Joma,EUR,74.95,101.13,8.3,7.0,8.5,9.0,8.5,8.5,8.3,Medio-Blando,Lágrima,355-365 gramos
padelzoom,https://padelzoom.es/joma-tournament-soft-rojo-blanco-2025/,joma-tournament-soft-rojo-blanco-2025,Joma Tournament Soft Rojo-Blanco 2025,Joma,EUR,62.0,79.95,7.9,6.0,7.5,9.0,8.5,8.5,7.9,Blando,Lágrima,355-365 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-ltd-2025/,nox-at10-genius-ltd-2025,Nox AT10 Genius LTD 2025,Nox,EUR,269.0,390.0,8.7,9.0,8.5,7.5,9.5,9.0,8.7,Medio-Duro,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-d13-12k-2025/,nox-d13-12k-2025,Nox D13 12K 2025,Nox,EUR,199.0,199.0,8.2,8.5,8.0,8.5,8.0,8.0,8.2,Medio,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-future-hybrid-12k-alum-2025/,nox-future-hybrid-12k-alum-2025,Nox Future Hybrid 12K Alum 2025,Nox,EUR,139.99,224.95,8.3,9.0,8.0,7.5,8.5,8.5,8.3,Medio-Duro,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-nextgen-pro-hybrid-3k-2025/,nox-nextgen-pro-hybrid-3k-2025,Nox Nextgen Pro Hybrid 3K 2025,Nox,EUR,98.9,164.95,8.0,8.5,8.0,8.5,7.5,7.5,8.0,Medio,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-x-one-silhouette-2025/,nox-x-one-silhouette-2025,Nox X-One Silhouette 2025,Nox,EUR,64.9,75.0,6.3,5.5,7.0,7.0,6.0,6.0,6.3,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/oxdog-hyper-pro-plus-2-0-2025/,oxdog-hyper-pro-plus-2-0-2025,Oxdog Hyper Pro Plus 2.0 2025,Oxdog,EUR,279.0,309.0,8.4,8.5,8.5,8.0,8.0,9.0,8.4,Medio-Duro,Lágrima,365 gramos
padelzoom,https://padelzoom.es/siux-diablo-elite-4-2025/,siux-diablo-elite-4-2025,Siux Diablo Elite 4 2025,Siux,EUR,189.0,206.0,8.4,7.5,8.5,9.0,8.5,8.5,8.4,Medio,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/siux-diablo-go-4-2025/,siux-diablo-go-4-2025,Siux Diablo Go 4 2025,Siux,EUR,74.95,125.0,7.9,6.5,7.5,9.0,8.5,8.0,7.9,Medio-Blando,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/siux-diablo-pro-4-2025/,siux-diablo-pro-4-2025,Siux Diablo Pro 4 2025,Siux,EUR,193.9,289.95,8.6,8.0,8.5,9.5,8.5,8.5,8.6,Medio,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/siux-electra-elite-4-2025/,siux-electra-elite-4-2025,Siux Electra Elite 4 2025,Siux,EUR,189.9,199.95,8.4,8.5,8.5,8.5,9.0,7.5,8.4,Medio-Duro,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/siux-electra-go-2025/,siux-electra-go-2025,Siux Electra Go 2025,Siux,EUR,69.95,99.9,7.8,6.5,7.5,8.5,8.0,8.5,7.8,Medio-Blando,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/vibora-black-mamba-elite-3k-2-0-2025/,vibora-black-mamba-elite-3k-2-0-2025,Vibora Black Mamba Elite 3K 2.0 2025,Vibora,EUR,124.9,229.95,8.1,7.5,8.5,8.0,8.0,8.5,8.1,Medio-Duro,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-black-mamba-radical-12k-2-0-2025/,vibora-black-mamba-radical-12k-2-0-2025,Vibora Black Mamba Radical 12K 2.0 2025,Vibora,EUR,129.95,337.15,8.5,8.0,8.5,8.5,8.5,9.0,8.5,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-mamba-pro-black-2025/,vibora-mamba-pro-black-2025,Vibora Mamba Pro Black 2025,Vibora,EUR,133.95,359.95,8.6,8.0,8.5,8.0,9.5,9.0,8.6,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-yarara-elite-24k-2-0-2025/,vibora-yarara-elite-24k-2-0-2025,Vibora Yarara Elite 24K 2.0 2025,Vibora,EUR,129.9,264.95,8.5,8.0,8.0,9.0,8.5,9.0,8.5,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-yarara-pro-white-2025/,vibora-yarara-pro-white-2025,Vibora Yarara Pro White 2025,Vibora,EUR,169.95,359.95,8.6,8.5,8.5,7.5,9.5,9.0,8.6,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-yarara-radical-12k-2-0-2025/,vibora-yarara-radical-12k-2-0-2025,Vibora Yarara Radical 12K 2.0 2025,Vibora,EUR,129.95,339.95,8.5,8.5,8.5,8.0,8.5,9.0,8.5,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/vibora-yarara-xtreme-3k-2-0-2025/,vibora-yarara-xtreme-3k-2-0-2025,Vibora Yarara Xtreme 3K 2.0 2025,Vibora,EUR,109.9,185.0,7.9,7.5,8.0,7.5,8.0,8.5,7.9,Medio-Duro,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/alkemia-vento-2024/,alkemia-vento-2024,Alkemia Vento 2024,Alkemia,EUR,189.99,189.99,8.7,8.5,9.0,9.0,8.5,8.5,8.7,Medio-Blando,Lágrima,345-375 gramos
padelzoom,https://padelzoom.es/alkemia-ignis-2024/,alkemia-ignis-2024,Alkemia Ignis 2024,Alkemia,EUR,189.99,189.99,8.7,9.0,9.0,8.5,8.5,8.5,8.7,Medio,Lágrima,345-375 gramos
padelzoom,https://padelzoom.es/alkemia-terra-2025/,alkemia-terra-2025,Alkemia Terra 2025,Alkemia,EUR,189.99,,8.6,9.0,10.0,7.0,8.5,8.5,8.6,Medio-Duro,Redonda,350-370 gramos
padelzoom,https://padelzoom.es/alkemia-vento-2025/,alkemia-vento-2025,Alkemia Vento 2025,Alkemia,EUR,189.99,,8.7,8.5,9.0,9.0,8.5,8.5,8.7,Medio-Blando,Lágrima,345-375 gramos
padelzoom,https://padelzoom.es/bullpadel-flow-legend-2026-alejandra-salazar/,bullpadel-flow-legend-2026-alejandra-salazar,Bullpadel Flow Legend 2026 Alejandra Salazar,Bullpadel,EUR,189.9,,8.3,7.5,8.0,9.5,8.5,8.0,8.3,Medio-Blando,Diamante,350-360 gramos
