source_portal,source_url,slug,name,brand,description,published_at,overall_rating,power,control,rebound,maneuverability,sweet_spot
padelful,https://www.padelful.com/en/rackets/kombat-swat-2024,kombat-swat-2024,Kombat SWAT 2024,Kombat,,2023-12-15T10:05:58.960Z,8.1,8.6,7.9,8.3,8.1,7.6
padelful,https://www.padelful.com/en/rackets/kombat-swat-blue-carbon-18k,kombat-swat-blue-carbon-18k,Kombat SWAT Blue Carbon 18K,Kombat,,2023-08-04T17:35:55.249Z,7.8,7.8,7.8,8.2,7.8,7.6
padelful,https://www.padelful.com/en/rackets/kombat-swat-limited-edition,kombat-swat-limited-edition,Kombat SWAT Limited Edition,Kombat,,2023-09-10T14:03:33.016Z,8.0,8.5,7.8,8.2,8.1,7.6
padelful,https://www.padelful.com/en/rackets/kombat-swat-oneil-2024,kombat-swat-oneil-2024,Kombat SWAT Oneil 2024,Kombat,,2023-12-15T09:48:33.281Z,8.0,7.8,7.9,8.4,8.4,7.6
padelful,https://www.padelful.com/en/rackets/kombat-teide-2025,kombat-teide-2025,Kombat Teide 2025,Kombat,,2024-11-11T12:03:57.830Z,7.8,8.5,7.9,7.5,7.3,7.6
padelful,https://www.padelful.com/en/rackets/kombat-troya-ajax,kombat-troya-ajax,Kombat Troya Ajax,Kombat,,2023-08-05T19:30:08.966Z,8.2,6.6,7.6,8.5,9.6,8.6
padelful,https://www.padelful.com/en/rackets/kombat-troya-aquiles,kombat-troya-aquiles,Kombat Troya Aquiles,Kombat,,2023-08-07T08:21:01.287Z,7.9,7.5,7.5,8.4,8.6,7.3
padelful,https://www.padelful.com/en/rackets/kombat-troya-ulises,kombat-troya-ulises,Kombat Troya Ulises,Kombat,,2023-08-06T20:06:02.603Z,8.0,7.0,7.4,8.3,9.2,7.9
padelful,https://www.padelful.com/en/rackets/kombat-vesubio-2025,kombat-vesubio-2025,Kombat Vesubio 2025,Kombat,,2024-11-12T11:03:46.520Z,7.7,7.6,7.6,8.1,7.6,7.5
padelful,https://www.padelful.com/en/rackets/kombat-xifos-2024,kombat-xifos-2024,Kombat Xifos 2024,Kombat,,2024-04-19T15:59:36.399Z,8.1,9.4,8.9,7.7,7.5,7.1
padelful,https://www.padelful.com/en/rackets/kuikma-comfort-2024,kuikma-comfort-2024,Kuikma Comfort 2024,Kuikma,,2024-03-04T21:38:01.610Z,6.5,5.6,6.6,6.1,7.0,7.0
padelful,https://www.padelful.com/en/rackets/kuikma-ls-pro-2023,kuikma-ls-pro-2023,Kuikma LS Pro 2023,Kuikma,,2023-08-04T18:00:50.306Z,8.5,8.7,8.9,8.0,8.1,8.7
padelful,https://www.padelful.com/en/rackets/kuikma-ms-pro-2023,kuikma-ms-pro-2023,Kuikma MS Pro 2023,Kuikma,,2023-08-05T19:49:35.628Z,8.3,9.6,8.4,8.0,7.4,8.2
padelful,https://www.padelful.com/en/rackets/kuikma-pr-control-carbon-2024,kuikma-pr-control-carbon-2024,Kuikma PR Control Carbon 2024,Kuikma,,2024-03-04T21:45:28.966Z,8.3,7.4,8.7,7.5,9.1,8.9
padelful,https://www.padelful.com/en/rackets/kuikma-pr-hybrid-carbon-2024,kuikma-pr-hybrid-carbon-2024,Kuikma PR Hybrid Carbon 2024,Kuikma,,2024-03-04T21:47:56.342Z,8.2,8.5,8.6,7.4,7.9,8.7
padelful,https://www.padelful.com/en/rackets/kuikma-pr-power-carbon-2024,kuikma-pr-power-carbon-2024,Kuikma PR Power Carbon 2024,Kuikma,,2024-03-04T21:38:31.208Z,8.2,8.9,8.6,7.7,8.2,7.7
padelful,https://www.padelful.com/en/rackets/kuikma-pr-react-2024,kuikma-pr-react-2024,Kuikma PR React 2024,Kuikma,,2024-03-08T14:36:58.758Z,6.8,6.9,7.1,6.7,7.0,6.3
padelful,https://www.padelful.com/en/rackets/kuikma-pr-react-soft-2024,kuikma-pr-react-soft-2024,Kuikma PR React Soft 2024,Kuikma,,2024-03-04T21:48:35.872Z,6.7,5.9,6.9,6.5,7.6,6.6
padelful,https://www.padelful.com/en/rackets/kuikma-pr190-naranja,kuikma-pr190-naranja,Kuikma PR190 Naranja,Kuikma,,2023-03-04T21:31:20.560Z,4.9,4.9,4.9,4.8,4.9,4.9
padelful,https://www.padelful.com/en/rackets/kuikma-pr190-verde,kuikma-pr190-verde,Kuikma PR190 Verde,Kuikma,,2023-03-04T21:27:19.818Z,5.0,5.0,5.1,4.9,5.0,4.8
padelful,https://www.padelful.com/en/rackets/kuikma-pr500-amarilla,kuikma-pr500-amarilla,Kuikma PR500 Amarilla,Kuikma,,2022-08-07T12:27:52.968Z,4.9,4.9,5.0,4.9,4.9,5.0
padelful,https://www.padelful.com/en/rackets/kuikma-pr500-naranja,kuikma-pr500-naranja,Kuikma PR500 Naranja,Kuikma,,2022-08-04T19:02:19.312Z,5.0,5.0,5.1,4.9,5.0,4.9
padelful,https://www.padelful.com/en/rackets/kuikma-pr510,kuikma-pr510,Kuikma PR510,Kuikma,,2023-03-04T21:36:22.771Z,5.3,5.0,5.3,5.1,5.4,5.5
padelful,https://www.padelful.com/en/rackets/kuikma-pr530-negro-azul,kuikma-pr530-negro-azul,Kuikma PR530 Negro Azul,Kuikma,,2022-08-04T17:41:13.759Z,5.4,5.1,5.3,5.8,5.5,5.3
padelful,https://www.padelful.com/en/rackets/kuikma-pr530-negro-verde,kuikma-pr530-negro-verde,Kuikma PR530 Negro Verde,Kuikma,,2022-07-31T20:51:26.451Z,5.4,4.9,5.5,5.9,5.4,5.4
padelful,https://www.padelful.com/en/rackets/kuikma-pr560-azul-verde,kuikma-pr560-azul-verde,Kuikma PR560 Azul Verde,Kuikma,,2022-07-31T20:26:45.139Z,5.9,5.5,6.2,6.3,5.5,5.9
padelful,https://www.padelful.com/en/rackets/kuikma-pr560-negra-naranja,kuikma-pr560-negra-naranja,Kuikma PR560 Negra Naranja,Kuikma,,2022-08-07T12:22:42.757Z,5.9,5.7,6.2,6.5,5.5,5.8
padelful,https://www.padelful.com/en/rackets/kuikma-pr590,kuikma-pr590,Kuikma PR590,Kuikma,,2022-08-04T19:42:57.760Z,6.3,5.8,6.9,6.3,6.0,6.6
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-hybrid-hard,kuikma-pr990-hybrid-hard,Kuikma PR990 Hybrid Hard,Kuikma,,2022-08-07T10:21:49.438Z,7.9,7.9,8.5,6.9,8.1,8.0
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-hybrid-soft-rosa,kuikma-pr990-hybrid-soft-rosa,Kuikma PR990 Hybrid Soft Rosa,Kuikma,,2022-08-04T17:58:36.565Z,7.8,7.1,7.7,8.6,8.0,7.8
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-hybrid-soft,kuikma-pr990-hybrid-soft,Kuikma PR990 Hybrid Soft,Kuikma,,2022-08-03T19:07:51.054Z,7.8,6.8,7.4,8.5,8.1,8.2
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-power-hard-2023,kuikma-pr990-power-hard-2023,Kuikma PR990 Power Hard 2023,Kuikma,,2023-08-07T11:22:16.704Z,8.0,9.1,8.7,7.2,7.5,7.4
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-power-hard,kuikma-pr990-power-hard,Kuikma PR990 Power Hard,Kuikma,,2022-08-05T20:01:04.747Z,7.9,8.9,8.4,7.1,7.3,7.6
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-power-soft-2023,kuikma-pr990-power-soft-2023,Kuikma PR990 Power Soft 2023,Kuikma,,2023-08-04T18:10:13.059Z,7.7,7.9,7.4,8.4,7.4,7.4
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-power-soft,kuikma-pr990-power-soft,Kuikma PR990 Power Soft,Kuikma,,2022-07-31T21:20:59.471Z,7.8,8.1,7.4,8.5,7.5,7.3
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-precision-hard-2023,kuikma-pr990-precision-hard-2023,Kuikma PR990 Precision Hard 2023,Kuikma,,2023-08-04T19:27:48.419Z,8.1,7.5,8.6,6.8,8.9,8.5
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-precision-hard,kuikma-pr990-precision-hard,Kuikma PR990 Precision Hard,Kuikma,,2022-08-07T16:22:57.498Z,8.1,7.6,8.5,6.8,9.0,8.4
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-precision-soft-2023,kuikma-pr990-precision-soft-2023,Kuikma PR990 Precision Soft 2023,Kuikma,,2023-08-04T18:55:12.389Z,7.8,5.8,7.6,8.4,9.1,8.3
padelful,https://www.padelful.com/en/rackets/kuikma-pr990-precision-soft,kuikma-pr990-precision-soft,Kuikma PR990 Precision Soft,Kuikma,,2022-08-07T10:47:51.065Z,7.9,6.1,7.6,8.5,8.9,8.6
padelful,https://www.padelful.com/en/rackets/lok-be-flow-2024,lok-be-flow-2024,Lok Be Flow 2024,Lok,,2024-04-10T15:15:19.490Z,7.2,5.7,6.1,9.0,7.4,7.6
padelful,https://www.padelful.com/en/rackets/lok-be-flow-2025,lok-be-flow-2025,Lok Be Flow 2025,Lok,,2025-05-19T16:41:17.705Z,7.0,5.4,5.9,8.8,7.3,7.4
padelful,https://www.padelful.com/en/rackets/lok-be-flow-gen-2-pink-green-2026,lok-be-flow-gen-2-pink-green-2026,Lok Be Flow Gen 2 Pink-Green 2026,Lok,,2025-12-08T12:36:22.628Z,7.1,5.5,5.9,9.0,7.4,7.6
padelful,https://www.padelful.com/en/rackets/lok-be-flow-gen-2-yellow-blue-2026,lok-be-flow-gen-2-yellow-blue-2026,Lok Be Flow Gen 2 Yellow-Blue 2026,Lok,,2025-12-08T12:44:59.752Z,7.1,5.3,6.1,9.0,7.3,7.6
padelful,https://www.padelful.com/en/rackets/lok-be-hype-2024,lok-be-hype-2024,Lok Be Hype 2024,Lok,,2024-04-10T15:06:01.508Z,7.1,6.6,6.0,9.1,7.1,6.5
padelful,https://www.padelful.com/en/rackets/lok-be-hype-2025,lok-be-hype-2025,Lok Be Hype 2025,Lok,,2025-05-19T16:35:28.098Z,7.0,6.4,5.8,9.2,6.9,6.6
padelful,https://www.padelful.com/en/rackets/lok-be-hype-gen-2-2026,lok-be-hype-gen-2-2026,Lok Be Hype Gen 2 2026,Lok,,2025-12-08T12:43:44.174Z,7.0,6.6,6.2,8.8,7.1,6.4
padelful,https://www.padelful.com/en/rackets/lok-carb-on-flow-2024,lok-carb-on-flow-2024,Lok Carb-on Flow 2024,Lok,,2024-04-10T15:20:02.466Z,8.3,7.4,8.4,8.4,8.3,8.9
padelful,https://www.padelful.com/en/rackets/lok-carb-on-hype-2024,lok-carb-on-hype-2024,Lok Carb-on Hype 2024,Lok,,2024-04-10T15:04:57.253Z,8.3,8.9,8.6,8.3,7.5,8.0
padelful,https://www.padelful.com/en/rackets/lok-carbon-flow-gen-2-2026,lok-carbon-flow-gen-2-2026,Lok Carbon Flow Gen 2 2026,Lok,,2025-12-08T12:42:27.222Z,8.4,7.5,8.6,8.4,8.5,8.9
padelful,https://www.padelful.com/en/rackets/lok-carbon-hype-fdb-gen-2-2026,lok-carbon-hype-fdb-gen-2-2026,Lok Carbon Hype Fdb Gen 2 2026,Lok,,2025-12-08T12:38:17.244Z,8.3,9.2,8.3,8.4,7.5,8.1
padelful,https://www.padelful.com/en/rackets/lok-carbon-hype-gen-2-2026,lok-carbon-hype-gen-2-2026,Lok Carbon Hype Gen 2 2026,Lok,,2025-12-08T12:46:20.172Z,8.3,9.1,8.3,8.5,7.6,8.0
padelful,https://www.padelful.com/en/rackets/lok-easy-flow-2024,lok-easy-flow-2024,Lok Easy Flow 2024,Lok,,2024-04-10T15:09:39.407Z,8.3,7.2,7.6,9.2,8.4,9.2
padelful,https://www.padelful.com/en/rackets/lok-easy-flow-2025,lok-easy-flow-2025,Lok Easy Flow 2025,Lok,,2025-05-19T16:39:45.916Z,8.1,6.8,7.6,8.9,8.4,8.9
padelful,https://www.padelful.com/en/rackets/lok-easy-flow-gen-2-2026,lok-easy-flow-gen-2-2026,Lok Easy Flow Gen 2 2026,Lok,,2025-12-08T13:00:44.893Z,8.2,7.0,7.7,8.8,8.5,8.9
padelful,https://www.padelful.com/en/rackets/lok-easy-hype-2024,lok-easy-hype-2024,Lok Easy Hype 2024,Lok,,2024-04-10T15:08:50.680Z,8.1,8.2,7.6,9.0,7.5,8.1
padelful,https://www.padelful.com/en/rackets/lok-easy-hype-2025,lok-easy-hype-2025,Lok Easy Hype 2025,Lok,,2025-05-19T19:07:29.935Z,8.0,7.9,7.3,9.0,7.6,8.1
padelful,https://www.padelful.com/en/rackets/lok-easy-hype-gen-2-2026,lok-easy-hype-gen-2-2026,Lok Easy Hype Gen 2 2026,Lok,,2025-12-08T13:04:04.160Z,7.9,7.8,7.6,8.9,7.3,8.0
padelful,https://www.padelful.com/en/rackets/lok-jungle-2026,lok-jungle-2026,Lok Jungle 2026,Lok,,2025-12-08T12:56:15.969Z,8.2,9.2,9.1,7.9,7.4,7.6
padelful,https://www.padelful.com/en/rackets/lok-jungle-lite-2026,lok-jungle-lite-2026,Lok Jungle Lite 2026,Lok,,2025-12-08T13:10:19.134Z,7.9,7.5,7.6,9.4,7.6,7.4
padelful,https://www.padelful.com/en/rackets/lok-maxx-flow-2024,lok-maxx-flow-2024,Lok Maxx Flow 2024,Lok,,2024-04-19T15:57:47.135Z,8.5,8.5,9.0,7.7,8.3,9.2
padelful,https://www.padelful.com/en/rackets/lok-maxx-flow-gen-2-2026,lok-maxx-flow-gen-2-2026,Lok Maxx Flow Gen 2 2026,Lok,,2025-12-08T12:49:42.649Z,8.5,8.4,9.1,7.5,8.4,8.9
padelful,https://www.padelful.com/en/rackets/lok-maxx-hype-2024,lok-maxx-hype-2024,Lok Maxx Hype 2024,Lok,,2024-04-10T15:10:47.386Z,8.2,9.5,8.9,7.6,7.3,7.8
padelful,https://www.padelful.com/en/rackets/lok-maxx-hype-gen-2-2026-mike-yanguas,lok-maxx-hype-gen-2-2026-mike-yanguas,Lok Maxx Hype Gen 2 2026 Mike Yanguas,Lok,,2025-12-08T12:38:57.066Z,8.4,9.6,9.0,7.7,7.6,8.0
padelful,https://www.padelful.com/en/rackets/lok-maxx-hype-gen-2-2026-yanguas-world,lok-maxx-hype-gen-2-2026-yanguas-world,Lok Maxx Hype Gen 2 2026 Yanguas World,Lok,,2025-12-08T12:47:51.372Z,8.3,9.3,9.1,7.5,7.6,8.0
padelful,https://www.padelful.com/en/rackets/nox-at-2-genius-ltd-limited-edition-2023,nox-at-2-genius-ltd-limited-edition-2023,Nox AT.2 Genius LTD Limited Edition 2023,Nox,,2023-08-07T10:35:18.902Z,8.7,9.2,8.7,7.3,9.4,9.1
padelful,https://www.padelful.com/en/rackets/nox-at-luxury-attack-18k-2024,nox-at-luxury-attack-18k-2024,Nox AT Luxury Attack 18K 2024,Nox,,2023-10-22T18:41:15.625Z,8.6,9.5,8.9,8.7,7.8,8.0
padelful,https://www.padelful.com/en/rackets/nox-at-pro-cup-genius-2024,nox-at-pro-cup-genius-2024,Nox AT Pro Cup Genius 2024,Nox,,2023-10-22T19:14:57.099Z,8.0,7.6,7.3,8.9,8.0,8.2
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-12k-2024,nox-at10-genius-12k-2024,Nox AT10 Genius 12K 2024,Nox,,2023-10-22T19:18:20.573Z,8.6,9.1,8.3,7.4,9.5,8.9
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-12k-2025,nox-at10-genius-12k-2025,Nox AT10 Genius 12K 2025,Nox,,2024-10-02T05:41:53.487Z,8.6,9.0,8.3,7.4,9.5,9.0
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-12k-alum-xtrem-lite-2026,nox-at10-genius-12k-alum-xtrem-lite-2026,Nox AT10 Genius 12K Alum Xtrem Lite 2026,Nox,,2025-10-27T11:21:39.829Z,8.6,7.6,8.1,8.4,10.0,9.0
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-18k-2024,nox-at10-genius-18k-2024,Nox AT10 Genius 18K 2024,Nox,,2023-10-22T18:08:58.355Z,8.7,8.0,8.6,8.4,9.6,9.1
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-18k-alum-2025-agustin-tapia,nox-at10-genius-18k-alum-2025-agustin-tapia,Nox AT10 Genius 18K Alum 2025 Agusti­n Tapia,Nox,,2024-10-02T08:15:13.971Z,8.6,7.9,8.3,8.4,9.6,8.9
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-attack-12k-alum-2025,nox-at10-genius-attack-12k-alum-2025,Nox AT10 Genius Attack 12K Alum 2025,Nox,,2024-10-02T05:41:38.621Z,8.5,9.9,9.0,7.5,8.1,7.9
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-attack-12k-alum-xtrem-2026,nox-at10-genius-attack-12k-alum-xtrem-2026,Nox AT10 Genius Attack 12K Alum Xtrem 2026,Nox,,2025-10-27T11:07:15.666Z,8.5,10.0,9.1,7.3,8.2,8.0
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-attack-18k-alum-2025,nox-at10-genius-attack-18k-alum-2025,Nox AT10 Genius Attack 18K Alum 2025,Nox,,2024-10-02T08:17:38.672Z,8.6,9.5,9.2,8.6,7.9,7.9
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-attack-18k-alum-2026,nox-at10-genius-attack-18k-alum-2026,Nox AT10 Genius Attack 18K Alum 2026,Nox,,2025-10-27T11:34:20.815Z,8.7,9.7,9.0,8.6,8.1,7.9
padelful,https://www.padelful.com/en/rackets/nox-at10-genius-ltd-2025,nox-at10-genius-ltd-2025,Nox AT10 Genius LTD 2025,Nox,,2025-05-20T11:56:12.219Z,8.7,9.2,8.4,7.3,9.6,9.0
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-12k-alum-xtrem-2026-agustin-tapia,nox-at10-luxury-genius-12k-alum-xtrem-2026-agustin-tapia,Nox AT10 Luxury Genius 12K Alum Xtrem 2026 Agustin Tapia,Nox,,2025-10-27T11:10:20.434Z,8.6,8.9,8.6,7.3,9.5,8.8
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-18k-2022,nox-at10-luxury-genius-18k-2022,Nox AT10 Luxury Genius 18K 2022,Nox,,2022-08-04T19:30:06.399Z,8.7,8.8,8.6,7.3,9.6,9.1
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-18k-2023,nox-at10-luxury-genius-18k-2023,Nox AT10 Luxury Genius 18K 2023,Nox,,2023-07-31T20:15:08.756Z,8.6,8.8,8.4,7.4,9.7,8.9
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-18k-alum-2026-agustin-tapia,nox-at10-luxury-genius-18k-alum-2026-agustin-tapia,Nox AT10 Luxury Genius 18K Alum 2026 Agustin Tapia,Nox,,2025-10-27T11:32:12.933Z,8.5,7.9,8.3,8.3,9.4,8.8
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-arena-2022,nox-at10-luxury-genius-arena-2022,Nox AT10 Luxury Genius Arena 2022,Nox,,2022-08-04T19:24:16.068Z,8.6,7.4,9.1,8.4,9.3,9.0
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-arena-2023,nox-at10-luxury-genius-arena-2023,Nox AT10 Luxury Genius Arena 2023,Nox,,2023-07-31T20:20:20.169Z,8.7,7.7,9.0,8.5,9.3,9.0
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-arena,nox-at10-luxury-genius-arena,Nox AT10 Luxury Genius Arena,Nox,,2021-07-31T20:25:43.391Z,8.6,6.9,8.8,8.6,9.3,9.2
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-attack-18k-2022,nox-at10-luxury-genius-attack-18k-2022,Nox AT10 Luxury Genius Attack 18K 2022,Nox,,2022-08-06T20:02:13.116Z,8.5,9.5,8.8,7.9,8.1,8.3
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-attack-18k-2023,nox-at10-luxury-genius-attack-18k-2023,Nox AT10 Luxury Genius Attack 18K 2023,Nox,,2023-08-05T19:28:28.773Z,8.6,9.6,9.1,7.9,7.9,8.3
padelful,https://www.padelful.com/en/rackets/nox-at10-luxury-genius-hard,nox-at10-luxury-genius-hard,Nox AT10 Luxury Genius Hard,Nox,,2020-08-07T14:37:06.449Z,8.6,7.6,9.0,8.6,9.1,8.9
padelful,https://www.padelful.com/en/rackets/nox-at10-pro-cup-comfort-2025,nox-at10-pro-cup-comfort-2025,Nox AT10 Pro Cup Comfort 2025,Nox,,2024-10-02T05:40:02.955Z,8.0,7.6,7.7,8.9,7.9,8.0
padelful,https://www.padelful.com/en/rackets/nox-at10-pro-cup-hard-2025,nox-at10-pro-cup-hard-2025,Nox AT10 Pro Cup Hard 2025,Nox,,2024-10-02T05:37:11.580Z,7.9,8.1,8.9,7.0,7.8,7.8
padelful,https://www.padelful.com/en/rackets/nox-at10-pro-cup-hard-2026,nox-at10-pro-cup-hard-2026,Nox AT10 Pro Cup Hard 2026,Nox,,2025-10-27T11:22:04.895Z,8.1,8.1,9.1,7.0,8.1,8.0
padelful,https://www.padelful.com/en/rackets/nox-at10-pro-cup-soft-2026,nox-at10-pro-cup-soft-2026,Nox AT10 Pro Cup Soft 2026,Nox,,2025-10-27T11:06:10.185Z,8.1,7.6,7.4,9.1,8.2,8.0
padelful,https://www.padelful.com/en/rackets/nox-attraction-world-padel-tour-2022,nox-attraction-world-padel-tour-2022,Nox Attraction World Padel Tour 2022,Nox,,2022-08-07T14:45:47.853Z,7.5,6.9,7.4,8.9,7.2,6.9
padelful,https://www.padelful.com/en/rackets/nox-d13-12k-2025,nox-d13-12k-2025,Nox D13 12K 2025,Nox,,2025-05-19T16:31:53.363Z,8.1,8.6,7.8,8.5,7.8,8.0
padelful,https://www.padelful.com/en/rackets/nox-ea10-ventus-attack-12k-xtrem-2026,nox-ea10-ventus-attack-12k-xtrem-2026,Nox EA10 Ventus Attack 12K Xtrem 2026,Nox,,2025-10-27T11:08:28.644Z,8.3,9.7,9.0,7.0,8.0,7.9
padelful,https://www.padelful.com/en/rackets/nox-ea10-ventus-hybrid-12k-xtrem-2026-edu-alonso,nox-ea10-ventus-hybrid-12k-xtrem-2026-edu-alonso,Nox EA10 Ventus Hybrid 12K Xtrem 2026 Edu Alonso,Nox,,2025-10-27T11:35:56.022Z,8.5,8.6,8.6,6.9,9.3,8.9
padelful,https://www.padelful.com/en/rackets/nox-equation-advanced-2024,nox-equation-advanced-2024,Nox Equation Advanced 2024,Nox,,2023-11-06T16:52:49.545Z,7.7,6.5,7.9,8.4,7.8,8.0
padelful,https://www.padelful.com/en/rackets/nox-equation-advanced-2025,nox-equation-advanced-2025,Nox Equation Advanced 2025,Nox,,2024-10-02T05:33:06.690Z,7.9,6.6,8.1,8.6,7.8,8.2
padelful,https://www.padelful.com/en/rackets/nox-equation-hard-advanced-2026,nox-equation-hard-advanced-2026,Nox Equation Hard Advanced 2026,Nox,,2025-10-27T11:14:24.563Z,7.6,6.4,7.8,8.3,7.8,7.8
padelful,https://www.padelful.com/en/rackets/nox-equation-lady-advanced-2024,nox-equation-lady-advanced-2024,Nox Equation Lady Advanced 2024,Nox,,2023-10-22T18:43:40.584Z,7.9,6.1,7.9,8.6,8.8,8.1
padelful,https://www.padelful.com/en/rackets/nox-equation-lady-world-padel-tour-2022,nox-equation-lady-world-padel-tour-2022,Nox Equation Lady World Padel Tour 2022,Nox,,2022-08-07T08:28:42.326Z,7.8,6.0,8.0,8.3,8.9,8.0
padelful,https://www.padelful.com/en/rackets/nox-equation-lady-world-padel-tour-2023,nox-equation-lady-world-padel-tour-2023,Nox Equation Lady World Padel Tour 2023,Nox,,2023-08-07T10:28:09.499Z,7.9,6.1,7.9,8.4,9.1,8.2
padelful,https://www.padelful.com/en/rackets/nox-equation-light-woman-2025,nox-equation-light-woman-2025,Nox Equation Light Woman 2025,Nox,,2024-10-02T08:16:41.673Z,7.8,5.8,8.1,8.3,9.1,7.8
padelful,https://www.padelful.com/en/rackets/nox-equation-soft-advanced-2026,nox-equation-soft-advanced-2026,Nox Equation Soft Advanced 2026,Nox,,2025-10-27T11:23:36.197Z,7.9,5.9,7.9,8.6,9.0,8.1
padelful,https://www.padelful.com/en/rackets/nox-equation-world-padel-tour-2022,nox-equation-world-padel-tour-2022,Nox Equation World Padel Tour 2022,Nox,,2022-08-07T14:56:09.692Z,7.8,6.7,8.1,8.5,7.9,8.0
padelful,https://www.padelful.com/en/rackets/nox-equation-world-padel-tour-2023,nox-equation-world-padel-tour-2023,Nox Equation World Padel Tour 2023,Nox,,2023-07-31T07:38:52.950Z,7.8,6.7,8.1,8.4,7.8,7.9
padelful,https://www.padelful.com/en/rackets/nox-future-attack-12k-alum-2025,nox-future-attack-12k-alum-2025,Nox Future Attack 12K Alum 2025,Nox,,2025-05-19T16:45:53.309Z,8.2,9.6,8.2,7.7,7.8,7.9
padelful,https://www.padelful.com/en/rackets/nox-future-control-12k-alum-2025,nox-future-control-12k-alum-2025,Nox Future Control 12K Alum 2025,Nox,,2025-05-20T11:57:11.133Z,8.4,8.5,8.6,7.5,8.9,8.5
padelful,https://www.padelful.com/en/rackets/nox-future-hybrid-12k-alum-2025,nox-future-hybrid-12k-alum-2025,Nox Future Hybrid 12K Alum 2025,Nox,,2025-05-19T16:35:46.521Z,8.3,9.0,7.9,7.6,8.4,8.4
padelful,https://www.padelful.com/en/rackets/nox-la10-future-2024,nox-la10-future-2024,Nox LA10 Future 2024,Nox,,2023-10-22T18:10:18.023Z,8.3,9.0,8.0,8.1,8.1,8.1
padelful,https://www.padelful.com/en/rackets/nox-la10-quantum-12k-2025-leo-augsburger,nox-la10-quantum-12k-2025-leo-augsburger,Nox LA10 Quantum 12K 2025 Leo Augsburger,Nox,,2024-10-02T08:15:28.607Z,8.4,9.6,8.4,8.2,8.1,7.6
padelful,https://www.padelful.com/en/rackets/nox-matchball-2023,nox-matchball-2023,Nox Matchball 2023,Nox,,2023-08-05T19:52:24.640Z,6.2,6.9,6.6,6.8,5.4,5.5
padelful,https://www.padelful.com/en/rackets/nox-mj10-luxury-2022,nox-mj10-luxury-2022,Nox MJ10 Luxury 2022,Nox,,2022-08-07T12:15:56.013Z,8.5,7.5,8.0,9.7,8.3,9.1
padelful,https://www.padelful.com/en/rackets/nox-mj10-luxury-2023,nox-mj10-luxury-2023,Nox MJ10 Luxury 2023,Nox,,2023-08-05T19:26:10.912Z,8.4,7.4,7.9,9.4,8.6,8.9
padelful,https://www.padelful.com/en/rackets/nox-ml10-luxury-bahia-12k-2024,nox-ml10-luxury-bahia-12k-2024,Nox ML10 Luxury Bahia 12K 2024,Nox,,2023-10-22T18:48:03.723Z,8.6,8.2,8.5,9.1,8.5,8.7
padelful,https://www.padelful.com/en/rackets/nox-ml10-luxury-bahia-2022,nox-ml10-luxury-bahia-2022,Nox ML10 Luxury Bahia 2022,Nox,,2022-08-07T11:35:06.537Z,8.5,7.9,8.5,9.0,8.6,8.7
padelful,https://www.padelful.com/en/rackets/nox-ml10-luxury-bahia-2023,nox-ml10-luxury-bahia-2023,Nox ML10 Luxury Bahia 2023,Nox,,2023-08-04T18:41:10.885Z,8.6,8.0,8.6,9.2,8.6,8.5
padelful,https://www.padelful.com/en/rackets/nox-ml10-luxury-shotgun-18k-2024,nox-ml10-luxury-shotgun-18k-2024,Nox ML10 Luxury Shotgun 18K 2024,Nox,,2023-10-22T19:17:31.873Z,8.5,9.0,8.4,8.3,8.2,8.6
padelful,https://www.padelful.com/en/rackets/nox-ml10-luxury-shotgun-2022,nox-ml10-luxury-shotgun-2022,Nox ML10 Luxury Shotgun 2022,Nox,,2022-08-04T17:54:14.230Z,8.5,9.5,8.5,7.9,8.1,8.6
